Question ID: 1; Prediction: b; Correct Answer: c; [[-934.96529606564036], [-920.06105536259679], [-983.75811539794893], [-972.30237719994318], [-973.40980363812582]]; False.
Question ID: 695; Prediction: c; Correct Answer: e; [[-1042.3066605606768], [-1158.7119292296454], [-955.58334399775106], [-1085.5240900512827], [-1046.8364622434519]]; False.
Question ID: 696; Prediction: a; Correct Answer: a; [[-709.68760046858415], [-884.26302733135799], [-910.72243062896075], [-943.25911891033149], [-860.07226796077032]]; True.
Question ID: 697; Prediction: e; Correct Answer: e; [[-717.15392609912715], [-796.7275073094039], [-703.34131487633624], [-745.86675511779686], [-683.15706433929154]]; True.
Question ID: 698; Prediction: c; Correct Answer: e; [[-871.43664214533953], [-929.06517672975781], [-842.05863728968836], [-1058.4444542776064], [-850.74470817788711]]; False.
Question ID: 699; Prediction: e; Correct Answer: d; [[-570.65419756888434], [-372.60636629348249], [-496.74164951210645], [-583.40979815382423], [-352.75549986761939]]; False.
Question ID: 700; Prediction: e; Correct Answer: b; [[-1001.5221228898146], [-958.10272451245237], [-919.34010894466894], [-1176.7990236383646], [-740.86066766308898]]; False.
Question ID: 701; Prediction: d; Correct Answer: a; [[-1093.1389553884992], [-1060.7414073407722], [-1056.8190133546352], [-980.63234799672864], [-1031.2127808188832]]; False.
Question ID: 702; Prediction: c; Correct Answer: c; [[-948.76165619259245], [-962.67813940491101], [-905.13927605106232], [-1045.8850118745047], [-956.90300466589201]]; True.
Question ID: 703; Prediction: e; Correct Answer: d; [[-1002.6026793096354], [-1012.9594228127922], [-1025.3894826068802], [-1008.5437643727913], [-973.77925351679539]]; False.
Question ID: 704; Prediction: e; Correct Answer: a; [[-889.55900541969629], [-963.2144223301932], [-963.00174956062472], [-919.27156253092664], [-839.89406662318765]]; False.
Question ID: 705; Prediction: a; Correct Answer: a; [[-964.17269340787993], [-997.93383157983817], [-1022.4078827775352], [-976.04614090290465], [-980.91425700546506]]; True.
Question ID: 706; Prediction: e; Correct Answer: e; [[-713.89974233070802], [-529.0686891708807], [-626.92353509749864], [-604.62259920560939], [-459.75532672778826]]; True.
Question ID: 707; Prediction: e; Correct Answer: a; [[-1046.7045685440535], [-922.90765669967357], [-994.99427971500654], [-1015.0124870118087], [-914.9015837675621]]; False.
Question ID: 708; Prediction: c; Correct Answer: d; [[-640.29467216372745], [-743.81299666154791], [-625.28105245291044], [-746.47221129738318], [-802.22205223017772]]; False.
Question ID: 709; Prediction: b; Correct Answer: b; [[-909.05862219442736], [-775.65385164661711], [-882.97969853048721], [-840.77359266074768], [-938.02594486696205]]; True.
Question ID: 710; Prediction: e; Correct Answer: d; [[-1186.4825788846206], [-1204.5317631081668], [-1202.2293331896974], [-1277.7377591296133], [-1166.152382415657]]; False.
Question ID: 711; Prediction: d; Correct Answer: b; [[-804.43827056079294], [-768.21893439612074], [-754.12918758044611], [-578.45195379579161], [-722.51679380359894]]; False.
Question ID: 712; Prediction: e; Correct Answer: e; [[-873.16453598073531], [-733.62131353559187], [-840.22471721475142], [-808.31535974731185], [-718.0824829135081]]; True.
Question ID: 713; Prediction: e; Correct Answer: b; [[-920.32250331106923], [-943.09045022901444], [-932.39726119767806], [-920.86408249402177], [-859.00750631574704]]; False.
Question ID: 714; Prediction: c; Correct Answer: e; [[-873.01595660532257], [-925.36030487246637], [-783.49581951849871], [-932.09020793949367], [-952.73042832889473]]; False.
Question ID: 715; Prediction: c; Correct Answer: b; [[-1052.7281726542074], [-1024.0775589620798], [-985.20551326296902], [-1048.8995488909513], [-1061.4800627097118]]; False.
Question ID: 716; Prediction: e; Correct Answer: d; [[-705.20932481457305], [-734.5821473146807], [-759.06408605211141], [-768.61590819538003], [-694.320902908211]]; False.
Question ID: 717; Prediction: a; Correct Answer: e; [[-825.98589512973297], [-919.13393678670514], [-903.10280578882043], [-865.56206829787664], [-916.67998382270787]]; False.
Question ID: 718; Prediction: c; Correct Answer: e; [[-967.88134743336241], [-977.88209659905453], [-941.08043767197194], [-1022.3699550210057], [-994.92663090981569]]; False.
Question ID: 719; Prediction: e; Correct Answer: d; [[-695.08997638008907], [-725.38176917156159], [-700.7629110019941], [-718.11184479083749], [-622.10979858198561]]; False.
Question ID: 720; Prediction: c; Correct Answer: d; [[-774.10093155313041], [-719.64238191189133], [-688.90958762147534], [-737.74663736098114], [-699.78894487003481]]; False.
Question ID: 721; Prediction: e; Correct Answer: a; [[-408.99927640345402], [-347.23133102429296], [-432.32166231502492], [-509.22922677159886], [-314.4803311307773]]; False.
Question ID: 722; Prediction: e; Correct Answer: c; [[-859.68903535295556], [-870.67352257102516], [-833.8736612586672], [-834.0973831137959], [-821.89864801265276]]; False.
Question ID: 723; Prediction: e; Correct Answer: d; [[-932.08923938869827], [-868.36819970175577], [-935.11511263828925], [-919.68701391955176], [-827.61125988771676]]; False.
Question ID: 724; Prediction: b; Correct Answer: d; [[-876.27633390021992], [-801.5689264730571], [-802.19781827501413], [-806.91389024161469], [-832.97438359636817]]; False.
Question ID: 725; Prediction: b; Correct Answer: a; [[-1045.5870419477021], [-991.74414389612969], [-1013.1665799124497], [-1030.7099393284009], [-1100.2222482578884]]; False.
Question ID: 726; Prediction: e; Correct Answer: e; [[-835.86670520427765], [-828.20788545023629], [-986.57338795190515], [-920.61689991738479], [-791.58912882363506]]; True.
Question ID: 727; Prediction: a; Correct Answer: a; [[-933.1265309511748], [-1151.4433769703332], [-1046.2285852746495], [-1125.9133696977349], [-1119.4182707396817]]; True.
Question ID: 728; Prediction: c; Correct Answer: a; [[-796.67647963116997], [-641.74419114809848], [-577.60048566814328], [-706.11345764794373], [-874.23218858718428]]; False.
Question ID: 729; Prediction: e; Correct Answer: d; [[-760.60272501425982], [-844.66287992617299], [-758.63264678675205], [-773.05808843617126], [-701.68794634925609]]; False.
Question ID: 730; Prediction: b; Correct Answer: b; [[-862.07238987783523], [-677.37142818547295], [-728.96857428737746], [-734.28748196308959], [-700.29938637969099]]; True.
Question ID: 731; Prediction: a; Correct Answer: e; [[-753.84005219845756], [-877.74087165935737], [-770.6778885635913], [-852.7900379871802], [-869.74076368614681]]; False.
Question ID: 732; Prediction: e; Correct Answer: b; [[-965.09201050433376], [-968.19638776348199], [-877.99202460780418], [-845.84164719245894], [-804.3118374344092]]; False.
Question ID: 733; Prediction: b; Correct Answer: b; [[-673.29951283327], [-597.8208495142095], [-683.17304557569798], [-599.04812018665575], [-649.37482050944107]]; True.
Question ID: 734; Prediction: c; Correct Answer: d; [[-757.12645326356017], [-761.52878782326889], [-706.81863408236279], [-826.16536512803839], [-750.90493102008327]]; False.
Question ID: 735; Prediction: d; Correct Answer: e; [[-940.03194609194372], [-847.77418801849547], [-920.66307960950439], [-781.7180352202887], [-844.90143633129833]]; False.
Question ID: 736; Prediction: c; Correct Answer: d; [[-1001.4542914801109], [-972.52129428262947], [-870.94916632081674], [-1050.2369454894622], [-1040.9453103586748]]; False.
Question ID: 737; Prediction: a; Correct Answer: a; [[-1035.2270970412653], [-1127.3209518784433], [-1052.6251894342024], [-1056.8702279132142], [-1098.00660144877]]; True.
Question ID: 738; Prediction: d; Correct Answer: d; [[-851.5964520096835], [-857.31642648166633], [-679.85379926826602], [-648.43214720539288], [-723.04196917248123]]; True.
Question ID: 739; Prediction: b; Correct Answer: a; [[-900.35633942461959], [-852.52888800348319], [-920.54647278021957], [-923.36779731699642], [-964.79560332521623]]; False.
Question ID: 740; Prediction: c; Correct Answer: a; [[-920.78641923169107], [-911.84230979768427], [-853.80206865336618], [-894.6036875008291], [-882.26274177562334]]; False.
Question ID: 741; Prediction: a; Correct Answer: e; [[-805.69313492334607], [-1022.5269316278296], [-899.61958346186793], [-952.4364078248592], [-997.2344986771709]]; False.
Question ID: 742; Prediction: e; Correct Answer: b; [[-727.61776641802692], [-743.33752814068293], [-791.10686963364117], [-746.32630240587332], [-693.68030193177458]]; False.
Question ID: 743; Prediction: b; Correct Answer: b; [[-793.72247752920259], [-709.85542363625495], [-838.27416799929563], [-841.47559913402756], [-802.97198655495981]]; True.
Question ID: 744; Prediction: e; Correct Answer: a; [[-862.62412070200287], [-754.31372897441645], [-739.20494987440304], [-769.36539969727744], [-699.59127889893489]]; False.
Question ID: 745; Prediction: b; Correct Answer: d; [[-863.57061506885168], [-816.96738747006043], [-826.4331053215941], [-1052.8580109737929], [-910.08613849638812]]; False.
Question ID: 746; Prediction: d; Correct Answer: a; [[-726.07879611487544], [-795.68085546971247], [-650.80753705979635], [-614.23842906282869], [-713.48621963590574]]; False.
Question ID: 747; Prediction: c; Correct Answer: d; [[-849.03506808154452], [-887.43272551669816], [-607.32245243667455], [-891.67116437416507], [-916.41599366657795]]; False.
Question ID: 748; Prediction: c; Correct Answer: d; [[-1191.0101453886637], [-1142.8260893369334], [-1121.1453565489126], [-1139.3486416488095], [-1163.3319806806851]]; False.
Question ID: 749; Prediction: a; Correct Answer: e; [[-941.48547196103937], [-1018.8079404246309], [-1088.9006130191551], [-1037.5542017564533], [-980.76835900159813]]; False.
Question ID: 750; Prediction: d; Correct Answer: b; [[-946.63041925162747], [-892.90017818801971], [-879.36760853510077], [-802.89042582956802], [-959.68668090305948]]; False.
Question ID: 751; Prediction: b; Correct Answer: c; [[-1002.2784224785237], [-886.18082945234926], [-939.55014877551537], [-927.69463520947932], [-1026.9961464161702]]; False.
Question ID: 752; Prediction: b; Correct Answer: e; [[-1077.311745053406], [-907.93466973937836], [-1037.3890247321337], [-1072.3459494979688], [-1072.5952552941897]]; False.
Question ID: 753; Prediction: e; Correct Answer: d; [[-725.01333157897443], [-766.99587888183282], [-766.01321707747115], [-736.79807672714981], [-663.37668266344951]]; False.
Question ID: 754; Prediction: c; Correct Answer: b; [[-729.21151164978403], [-732.08919720926758], [-715.885883193003], [-728.80988407941345], [-767.06464342755362]]; False.
Question ID: 755; Prediction: b; Correct Answer: e; [[-1297.2591687761967], [-1094.6245492301996], [-1113.592869668244], [-1229.9822271072474], [-1249.5520869747711]]; False.
Question ID: 756; Prediction: c; Correct Answer: a; [[-639.91919471786093], [-648.11663605082845], [-636.51537628400774], [-779.63225763801506], [-670.15073259660687]]; False.
Question ID: 757; Prediction: c; Correct Answer: b; [[-767.07203626400758], [-778.875296313734], [-732.8890685281068], [-881.63699810242838], [-745.4177711550459]]; False.
Question ID: 758; Prediction: e; Correct Answer: b; [[-1012.2497675379703], [-966.37536054240047], [-1041.2119063504324], [-952.08969027130172], [-855.83471656175777]]; False.
Question ID: 759; Prediction: e; Correct Answer: b; [[-734.11747028236641], [-719.95769065669901], [-723.5274903989507], [-753.93999940537969], [-671.12181609918821]]; False.
Question ID: 760; Prediction: d; Correct Answer: e; [[-917.46091692181562], [-900.76827873409957], [-981.96888967098232], [-845.83208630612251], [-966.87838401439603]]; False.
Question ID: 761; Prediction: b; Correct Answer: d; [[-1023.2041804347855], [-917.56002489208095], [-1002.0265447111262], [-930.24465383719973], [-1002.5886983620708]]; False.
Question ID: 762; Prediction: d; Correct Answer: a; [[-894.99412962521217], [-876.30148537420985], [-823.24660848466726], [-823.24620146256166], [-861.9934188878907]]; False.
Question ID: 763; Prediction: b; Correct Answer: b; [[-446.90686690642093], [-254.20317924778774], [-363.57846874162925], [-432.51083638740329], [-309.52237458159186]]; True.
Question ID: 764; Prediction: d; Correct Answer: b; [[-808.18120439863389], [-892.77586105310309], [-837.95743446191545], [-593.8636504075256], [-744.01206065412339]]; False.
Question ID: 765; Prediction: e; Correct Answer: a; [[-1016.4720054825381], [-1074.524901791124], [-981.12813840674676], [-991.12706440154534], [-977.69080701392818]]; False.
Question ID: 766; Prediction: d; Correct Answer: e; [[-1052.6566860857229], [-1079.9419701507807], [-1046.3503512338784], [-1006.2962594253825], [-1131.0546342139135]]; False.
Question ID: 767; Prediction: e; Correct Answer: a; [[-563.31630558072482], [-609.86625852230395], [-616.10702264028919], [-605.36568479150071], [-560.45468056950608]]; False.
Question ID: 768; Prediction: a; Correct Answer: c; [[-947.4567777875709], [-993.24554015425076], [-1050.7084199215349], [-1024.7687355789851], [-1089.8949969051873]]; False.
Question ID: 769; Prediction: d; Correct Answer: c; [[-618.05320550407521], [-565.32868397554216], [-690.43033583420424], [-557.62923772498459], [-643.25114594264892]]; False.
Question ID: 770; Prediction: e; Correct Answer: a; [[-1003.2584456044369], [-966.23962694507168], [-979.91971025696557], [-950.6103140688956], [-944.03504184881308]]; False.
Question ID: 771; Prediction: e; Correct Answer: c; [[-1210.8143909581736], [-1220.6641983301945], [-1341.2672404855659], [-1278.1498608557131], [-1138.1206182466165]]; False.
Question ID: 772; Prediction: d; Correct Answer: c; [[-992.59995683403429], [-929.69519614438343], [-929.76632636987972], [-900.95484142892508], [-1004.1667364988429]]; False.
Question ID: 773; Prediction: c; Correct Answer: d; [[-837.67672587127515], [-810.44017097681399], [-703.18294684602574], [-731.3534813444802], [-812.28876188349238]]; False.
Question ID: 774; Prediction: d; Correct Answer: c; [[-853.89381416284709], [-872.70320680923567], [-934.68080829436792], [-770.1573002685401], [-956.14650944516723]]; False.
Question ID: 775; Prediction: d; Correct Answer: e; [[-1115.6488619101297], [-1074.540744365652], [-1060.5724543630085], [-961.26338847147258], [-1091.6776803278312]]; False.
Question ID: 776; Prediction: b; Correct Answer: e; [[-1054.4579900637148], [-976.9032952551845], [-1051.1940320355584], [-978.58960510747477], [-995.22045305514473]]; False.
Question ID: 777; Prediction: a; Correct Answer: e; [[-767.46748874480272], [-902.40816375563577], [-957.30629878595221], [-936.74651945917492], [-911.73586251675101]]; False.
Question ID: 778; Prediction: a; Correct Answer: c; [[-562.59974382337612], [-662.67718593463565], [-780.41935961012416], [-657.1888189866844], [-589.85673699569918]]; False.
Question ID: 779; Prediction: e; Correct Answer: b; [[-1008.0548328937956], [-1053.9843927383445], [-997.66635554113009], [-1081.0767678963671], [-995.85396375338917]]; False.
Question ID: 780; Prediction: d; Correct Answer: c; [[-930.01518406584216], [-973.17245805651044], [-963.86740390802549], [-904.13685598519044], [-915.19089965551689]]; False.
